"id","title","runtime","release_date","genres","vote_average","vote_count","budget","revenue"
25195,Leap Year,100,"2010-01-08","['Romance', 'Comedy']",6.9,1857,19000000,32686500
499701,Dora and the Lost City of Gold,102,"2019-08-08","['Adventure', 'Comedy', 'Family', 'Fantasy']",6.7,1534,49000000,120597108
2135,The Time Machine,96,"2002-03-04","['Science Fiction', 'Adventure', 'Action']",6.2,1998,80000000,123729176
10764,Quantum of Solace,106,"2008-10-29","['Adventure', 'Action', 'Thriller', 'Crime']",6.3,7163,200000000,589580482
518068,Along with the Gods: The Last 49 Days,141,"2018-08-01","['Fantasy', 'Action', 'Thriller', 'Adventure']",8.2,493,18300000,112790210
316029,The Greatest Showman,105,"2017-12-20",['Drama'],7.9,8683,84000000,432844677
23047,Season of the Witch,95,"2011-01-07","['Adventure', 'Fantasy', 'Action']",5.4,2208,40000000,91627228
9398,Zoolander,90,"2001-09-28",['Comedy'],6.2,3986,28000000,60780981
77950,Turbo,96,"2013-07-11","['Animation', 'Family']",6.2,2942,135000000,282570682
1487,Hellboy,122,"2004-04-02","['Fantasy', 'Action']",6.7,6261,66000000,99318987
48138,Unknown,113,"2011-02-16","['Action', 'Mystery', 'Thriller']",6.7,3501,30000000,130786397
39513,Paul,104,"2011-02-14","['Adventure', 'Comedy', 'Science Fiction']",6.7,5184,40000000,97984015
8913,Pet Sematary,103,"1989-04-21","['Horror', 'Drama']",6.6,1878,11500000,57469467
809140,Father Stu,124,"2022-04-13",['Drama'],7.3,434,4000000,21591034
273248,The Hateful Eight,188,"2015-12-25","['Drama', 'Mystery', 'Western']",7.7,13036,44000000,155760117
75612,Oblivion,124,"2013-04-10","['Action', 'Science Fiction', 'Adventure', 'Mystery']",6.6,9850,120000000,286168572
881,A Few Good Men,138,"1992-12-11",['Drama'],7.5,3091,40000000,243240178
10521,Bride Wars,89,"2009-01-09","['Comedy', 'Romance']",6.2,2779,30000000,115375850
335,Once Upon a Time in the West,166,"1968-12-21","['Drama', 'Western']",8.3,3793,5000000,5380118
428078,Mortal Engines,129,"2018-11-27","['Adventure', 'Science Fiction']",6.2,4160,100000000,83869818
11130,The Princess Diaries 2: Royal Engagement,113,"2004-08-06","['Comedy', 'Drama', 'Family', 'Romance']",6.7,2956,40000000,134734481
814,An American Werewolf in London,97,"1981-08-21","['Horror', 'Comedy']",7.4,2053,10000000,31973249
531309,Brightburn,91,"2019-05-09","['Horror', 'Science Fiction', 'Thriller', 'Mystery']",6.1,2760,6000000,33224654
10320,The Ring Two,110,"2005-03-17","['Drama', 'Horror', 'Thriller']",5.7,2055,50000000,161451538
11423,Memories of Murder,131,"2003-05-02","['Crime', 'Drama', 'Thriller']",8.1,3204,2800000,26000000
423,The Pianist,150,"2002-09-17","['Drama', 'War']",8.4,8115,35000000,120072577
829,Chinatown,130,"1974-06-20","['Crime', 'Drama', 'Mystery', 'Thriller']",7.9,3329,6000000,30000000
64682,The Great Gatsby,143,"2013-05-10","['Drama', 'Romance']",7.4,11299,105000000,351040419
74513,Special Forces,109,"2011-11-02","['Action', 'Drama', 'War']",6.7,488,10000000,3424648
966,The Magnificent Seven,127,"1960-10-12","['Western', 'Action', 'Adventure']",7.5,1544,2000000,4905000
28,Apocalypse Now,147,"1979-08-15","['Drama', 'War']",8.3,7270,31500000,150000000
8645,The Happening,91,"2008-06-11","['Thriller', 'Science Fiction']",5.4,3138,60000000,163403799
76493,The Dictator,83,"2012-05-15",['Comedy'],6.2,5287,65000000,179379533
318846,The Big Short,131,"2015-12-11","['Comedy', 'Drama']",7.3,8106,28000000,133346506
9738,Fantastic Four,106,"2005-06-29","['Action', 'Adventure', 'Fantasy', 'Science Fiction']",5.8,8605,100000000,333535934
9377,Ferris Bueller's Day Off,103,"1986-06-11",['Comedy'],7.6,4351,6000000,70136369
347375,Mile 22,95,"2018-08-16","['Action', 'Thriller']",6.2,1977,35000000,66308758
658,Goldfinger,110,"1964-09-20","['Adventure', 'Action', 'Thriller']",7.4,3168,2500000,124881062
843,In the Mood for Love,99,"2000-09-29","['Drama', 'Romance']",8.1,2229,150000,14204632
1375,Rocky V,104,"1990-11-16",['Drama'],5.8,2822,42000000,119946358
9679,Gone in Sixty Seconds,118,"2000-06-09","['Action', 'Crime', 'Thriller']",6.4,3924,90000000,237202299
664,Twister,113,"1996-05-10","['Action', 'Adventure', 'Drama']",6.5,2831,92000000,494471524
27576,Salt,100,"2010-07-21","['Action', 'Mystery', 'Thriller']",6.4,5015,110000000,293329073
2034,Training Day,122,"2001-10-05","['Action', 'Crime', 'Drama']",7.5,5200,45000000,104876233
310131,The Witch,92,"2015-01-27","['Drama', 'Fantasy', 'Horror', 'Mystery']",6.9,6225,3500000,40423945
153,Lost in Translation,102,"2003-09-18","['Drama', 'Romance', 'Comedy']",7.4,6556,4000000,119723856
660,Thunderball,130,"1965-12-11","['Adventure', 'Action', 'Thriller']",6.6,2016,5500000,141195658
9509,Man on Fire,146,"2004-04-23","['Action', 'Drama', 'Thriller']",7.4,4537,70000000,130293714
11631,Mamma Mia!,108,"2008-07-03","['Comedy', 'Romance']",7.0,5888,52000000,609841637
644,A.I. Artificial Intelligence,146,"2001-06-29","['Drama', 'Science Fiction', 'Adventure']",7.0,5602,100000000,235926552
923,Dawn of the Dead,127,"1978-09-02",['Horror'],7.5,1808,650000,55000000
96721,Rush,123,"2013-09-02","['Drama', 'Action']",7.7,6441,38000000,90247624
9473,"South Park: Bigger, Longer & Uncut",81,"1999-06-30","['Animation', 'Comedy']",7.2,2389,21000000,83137603
10780,Overboard,112,"1987-12-16","['Comedy', 'Romance']",6.8,730,22000000,26713187
20504,The Book of Eli,118,"2010-01-11","['Action', 'Thriller', 'Science Fiction']",6.8,5525,80000000,157107755
443791,Underwater,95,"2020-01-08","['Horror', 'Science Fiction', 'Action', 'Adventure']",6.3,2742,50000000,40882928
20533,Jonah Hex,81,"2010-06-18","['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",4.9,1300,47000000,10539000
614917,King Richard,145,"2021-11-18","['Drama', 'History']",7.7,1977,50000000,30000000
299687,The 5th Wave,112,"2016-01-14","['Science Fiction', 'Adventure', 'Action']",5.9,5390,38000000,109906372
424139,Halloween,106,"2018-10-18","['Horror', 'Thriller']",6.5,4245,10000000,259900000
670,Oldboy,120,"2003-11-21","['Drama', 'Thriller', 'Mystery', 'Action']",8.3,7536,3000000,15194593
13600,City of Ember,90,"2008-10-07","['Adventure', 'Family', 'Fantasy']",6.3,1575,55000000,17869048
86834,Noah,138,"2014-03-07","['Drama', 'Adventure']",5.6,5749,125000000,362637473
19899,Couples Retreat,113,"2009-09-19","['Comedy', 'Romance']",5.5,1770,70000000,171844840
11774,Lemony Snicket's A Series of Unfortunate Events,108,"2004-12-16","['Adventure', 'Comedy', 'Family']",6.8,4618,140000000,209073645
531428,Portrait of a Lady on Fire,120,"2019-06-17","['Drama', 'Romance']",8.2,2094,5740000,9923127
14411,Sinbad: Legend of the Seven Seas,90,"2003-07-02","['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action']",6.9,1813,60000000,80767884
57201,The Lone Ranger,149,"2013-07-03","['Action', 'Adventure', 'Western']",6.1,5453,215000000,260502115
14337,Primer,77,"2004-10-08","['Science Fiction', 'Drama', 'Thriller']",6.8,1893,7000,545436
1585,It's a Wonderful Life,130,"1946-12-20","['Drama', 'Family', 'Fantasy']",8.3,3760,3180000,9644124
398978,The Irishman,209,"2019-11-01","['Crime', 'Drama', 'History']",7.6,6053,159000000,968853
72387,Safe,94,"2012-04-16","['Action', 'Crime', 'Thriller']",6.5,2169,30000000,40346186
110415,Snowpiercer,127,"2013-08-01","['Action', 'Science Fiction', 'Drama']",6.9,8727,39200000,86758912
282035,The Mummy,110,"2017-06-06","['Fantasy', 'Thriller', 'Action', 'Adventure', 'Horror']",5.5,6620,125000000,409231607
11886,Robin Hood,83,"1973-11-08","['Animation', 'Family']",7.3,3951,5000000,32056467
856,Who Framed Roger Rabbit,104,"1988-06-21","['Fantasy', 'Animation', 'Comedy', 'Crime']",7.5,5077,70000000,329803958
8909,Wanted,110,"2008-06-19","['Action', 'Thriller', 'Crime']",6.5,6443,75000000,342463063
72570,The Vow,104,"2012-02-05","['Drama', 'Romance']",7.2,3714,30000000,196114570
8810,Mad Max 2,96,"1981-12-24","['Adventure', 'Action', 'Thriller', 'Science Fiction']",7.4,3200,2000000,24600832
169917,A Walk Among the Tombstones,114,"2014-09-18","['Crime', 'Drama', 'Mystery', 'Thriller']",6.3,2571,28000000,58834384
71668,Piranha 3DD,83,"2012-05-11","['Horror', 'Thriller', 'Comedy']",4.3,910,5000000,8493728
13207,Friday the 13th,97,"2009-02-11",['Horror'],5.7,2274,19000000,91509154
10330,Freaky Friday,97,"2003-08-05","['Comedy', 'Family', 'Fantasy']",6.4,3365,26000000,160846332
51540,Horrible Bosses,98,"2011-07-08","['Comedy', 'Crime']",6.6,5831,35000000,209838559
13523,Sex Drive,109,"2008-10-16","['Comedy', 'Adventure', 'Romance']",6.3,1177,19000000,18755936
76489,The Three Stooges,92,"2012-04-13",['Comedy'],5.8,498,30000000,54819301
49849,Cowboys & Aliens,119,"2011-07-29","['Action', 'Science Fiction', 'Thriller', 'Western']",5.6,4629,163000000,174822325
242512,Ouija,89,"2014-10-24",['Horror'],5.2,2474,5000000,103590271
10228,Pokémon: The First Movie,85,"1998-07-18","['Animation', 'Family', 'Adventure', 'Fantasy', 'Action']",6.9,1291,30000000,163644662
279,Amadeus,161,"1984-09-19","['History', 'Music', 'Drama']",8.0,3716,18000000,51973029
39514,RED,111,"2010-10-13","['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",6.7,6100,58000000,199000000
817,Austin Powers: The Spy Who Shagged Me,95,"1999-06-08","['Adventure', 'Comedy', 'Crime', 'Science Fiction']",6.3,2969,33000000,312016928
42684,Skyline,92,"2010-11-11","['Science Fiction', 'Adventure', 'Action', 'Thriller']",5.0,1451,10000000,66984888
11358,Walking Tall,86,"2004-04-02","['Adventure', 'Drama', 'Action', 'Thriller']",6.3,1328,56000000,57223890
381283,mother!,121,"2017-09-13","['Drama', 'Horror', 'Mystery']",7.0,6167,30000000,44516999
628,Interview with the Vampire,123,"1994-11-11","['Horror', 'Drama', 'Fantasy']",7.4,5209,60000000,223664608
442062,Goosebumps 2: Haunted Halloween,90,"2018-10-11","['Adventure', 'Comedy', 'Fantasy', 'Family', 'Horror']",6.1,1323,35000000,93320380
17654,District 9,112,"2009-08-05",['Science Fiction'],7.4,8547,30000000,210819611
9539,Martyrs,99,"2008-09-03","['Horror', 'Drama', 'Thriller']",7.3,2329,6500000,1100000
218043,Left Behind,110,"2014-10-03","['Thriller', 'Action', 'Science Fiction']",4.2,1159,16000000,19682924
546121,Run,90,"2020-11-20","['Thriller', 'Horror', 'Drama']",7.4,2133,1700000,3400000
27022,The Sorcerer's Apprentice,109,"2010-07-13","['Fantasy', 'Adventure', 'Action']",6.1,4555,150000000,215283742
97630,Zero Dark Thirty,157,"2012-12-19","['Thriller', 'Drama', 'History']",7.0,4078,40000000,132820716
9928,Robots,91,"2005-03-10","['Animation', 'Comedy', 'Family', 'Science Fiction']",6.4,4100,75000000,262511490
36586,Blade II,117,"2002-03-22","['Fantasy', 'Horror', 'Action', 'Thriller']",6.5,4223,54000000,155010032
9946,End of Days,121,"1999-11-24","['Action', 'Fantasy', 'Horror', 'Mystery']",6.0,1615,100000000,211989043
334533,Captain Fantastic,118,"2016-07-08","['Adventure', 'Drama']",7.9,5907,5000000,23123592
470044,The Hate U Give,133,"2018-10-19","['Crime', 'Drama']",8.2,1949,23000000,34934009
1593,Night at the Museum,108,"2006-12-20","['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",6.6,9328,110000000,574480841
192141,No Escape,103,"2015-08-26",['Thriller'],6.9,2294,5000000,54418872
9730,Friday the 13th: The Final Chapter,91,"1984-04-13",['Horror'],6.1,1112,2600000,32980880
333596,Woodlawn,123,"2015-10-15",['Drama'],7.0,163,12000000,14394097
11247,A Cinderella Story,95,"2004-07-10","['Comedy', 'Family', 'Romance']",6.5,2942,19000000,70067909
20453,"3 Idiots",170,"2009-12-23","['Drama', 'Comedy']",8.0,2085,9000000,70000000
1933,The Others,101,"2001-08-02","['Horror', 'Mystery', 'Thriller']",7.6,5733,17000000,209947037
426,Vertigo,128,"1958-05-28","['Mystery', 'Romance', 'Thriller']",8.2,5097,2479000,7797728
186,Lucky Number Slevin,110,"2006-02-24","['Drama', 'Thriller', 'Crime', 'Mystery']",7.5,3653,27000000,56308881
142,Brokeback Mountain,134,"2005-09-10","['Drama', 'Romance']",7.8,6292,14000000,178043761
82693,Silver Linings Playbook,122,"2012-11-16","['Drama', 'Comedy', 'Romance']",7.1,11147,21000000,236412453
264999,Magic Mike XXL,115,"2015-07-01","['Comedy', 'Drama']",6.2,1642,14800000,117813057
298312,The Visit,94,"2015-09-10","['Mystery', 'Thriller', 'Horror']",6.3,4264,5000000,98450062
12208,Casino Royale,131,"1967-04-13","['Adventure', 'Action', 'Comedy']",5.3,628,12000000,41744718
903,Cool Hand Luke,127,"1967-06-22","['Crime', 'Drama']",7.7,1219,3200000,16217773
9906,The Ant Bully,88,"2006-07-28","['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",5.7,1236,50000000,55181129
1584,School of Rock,110,"2003-10-03","['Comedy', 'Music']",7.1,5062,35000000,131095990
13051,Max Payne,100,"2008-10-15","['Crime', 'Action', 'Drama', 'Thriller']",5.4,1855,35000000,85416905
431693,Spies in Disguise,102,"2019-12-04","['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",7.7,2494,100000000,171616764
522212,Just Mercy,137,"2019-12-25","['Drama', 'Crime', 'History']",7.9,1961,25000000,50401502
431580,Abominable,97,"2019-09-19","['Family', 'Animation', 'Adventure', 'Comedy']",7.5,1823,75000000,190304772
363676,Sully,96,"2016-09-07","['Drama', 'History']",7.2,6551,60000000,240797623
55846,Blitz,97,"2011-05-20","['Crime', 'Action', 'Thriller']",6.2,1469,15774948,15800000
58595,Snow White and the Huntsman,127,"2012-05-30","['Adventure', 'Fantasy', 'Drama']",6.0,7400,170000000,396600000
10057,The Three Musketeers,105,"1993-11-11","['Action', 'Adventure', 'Comedy']",6.4,839,30000000,53898845
479718,The Outlaws,121,"2017-10-03","['Action', 'Crime']",7.8,276,5883687,52946454
19404,Dilwale Dulhania Le Jayenge,190,"1995-10-19","['Comedy', 'Drama', 'Romance']",8.6,4147,13200000,100000000
615904,Marry Me,112,"2022-02-09","['Romance', 'Comedy', 'Music']",6.8,777,23000000,44000000
52451,The Three Musketeers,110,"2011-08-31","['Adventure', 'Action', 'Thriller']",5.8,2431,75000000,132274484
227348,Paranormal Activity: The Marked Ones,84,"2014-01-01","['Horror', 'Thriller']",5.4,1297,5000000,90894962
11811,Leprechaun,91,"1993-01-08","['Horror', 'Comedy', 'Fantasy']",5.6,662,1000000,8556940
438650,Cold Pursuit,119,"2019-02-07","['Action', 'Crime', 'Thriller']",5.7,2259,60000000,76419755
18360,Night at the Museum: Battle of the Smithsonian,105,"2009-05-20","['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",6.1,6293,150000000,413106170
136418,Hummingbird,100,"2013-05-07","['Action', 'Thriller']",6.2,1514,20000000,8352885
350312,Bāhubali 2: The Conclusion,168,"2017-04-27","['Action', 'Adventure', 'Fantasy']",7.4,615,31000000,275947313
947,Lawrence of Arabia,228,"1962-12-11","['Adventure', 'Drama', 'History', 'War']",8.0,2596,15000000,69995385
216282,Into the Storm,89,"2014-08-06","['Action', 'Thriller']",6.0,1857,50000000,160602194
14442,Ella Enchanted,96,"2004-04-09","['Family', 'Fantasy', 'Comedy']",6.4,1663,31000000,27388767
9513,Garfield: A Tail of Two Kitties,78,"2006-06-15","['Animation', 'Comedy', 'Family', 'Adventure']",5.5,1915,60000000,141702264
63,Twelve Monkeys,129,"1995-12-29","['Science Fiction', 'Thriller', 'Mystery']",7.6,7500,29000000,168841459
590706,Jiu Jitsu,102,"2020-11-20","['Action', 'Science Fiction', 'Fantasy']",4.9,545,23000000,99924
11797,Fright Night,107,"1985-08-02","['Comedy', 'Horror']",7.0,1164,9000000,24922237
8078,Alien Resurrection,109,"1997-11-12","['Science Fiction', 'Horror', 'Action']",6.1,4258,70000000,162000000
23437,A Nightmare on Elm Street,95,"2010-04-30","['Horror', 'Mystery', 'Thriller']",5.5,2425,35000000,115664037
7214,Coach Carter,136,"2005-01-14","['Drama', 'History']",7.6,2524,30000000,76669806
459003,Mavka: The Forest Song,99,"2023-03-02","['Animation', 'Adventure', 'Family', 'Fantasy']",6.9,29,5000000,11700000
11897,How the West Was Won,162,"1962-10-01",['Western'],7.1,371,15000000,50000000
453405,Gemini Man,117,"2019-10-02","['Science Fiction', 'Action', 'Adventure', 'Thriller']",6.3,4624,140000000,173469516
329,Jurassic Park,127,"1993-06-11","['Adventure', 'Science Fiction']",7.9,14787,63000000,920100000
58857,"13 Assassins",141,"2010-09-09","['Adventure', 'Drama', 'Action']",7.3,970,6000000,17555141
49524,R.I.P.D.,96,"2013-07-18","['Fantasy', 'Action', 'Comedy']",5.8,3630,130000000,61648500
11253,Hellboy II: The Golden Army,120,"2008-07-11","['Fantasy', 'Horror', 'Adventure', 'Action']",6.8,4672,85000000,160388063
7347,Elite Squad,115,"2007-10-12","['Drama', 'Action', 'Crime']",8.1,2059,4000000,14759148
656663,Jackass Forever,96,"2022-02-01","['Comedy', 'Documentary']",6.8,623,10000000,80340218
241554,Run All Night,114,"2015-03-11","['Action', 'Crime', 'Mystery']",6.4,2574,50000000,71561644
14913,Boogeyman 2,93,"2007-10-20","['Horror', 'Thriller']",5.5,240,4500000,1798418
243683,Step Up All In,112,"2014-07-16","['Romance', 'Drama', 'Music']",6.8,1823,45000000,86165646
13510,Eden Lake,91,"2008-09-12","['Horror', 'Thriller']",6.8,1509,12850990,3984669
10376,The Legend of 1900,170,"1998-10-28","['Drama', 'Music', 'Romance']",8.3,2037,9000000,21057208
8367,Robin Hood: Prince of Thieves,143,"1991-06-14","['Action', 'Adventure', 'Drama', 'Romance']",6.8,2874,48000000,390493908
168,Star Trek IV: The Voyage Home,119,"1986-11-26","['Science Fiction', 'Adventure']",7.2,1284,24000000,133000000
192577,Space Pirate Captain Harlock,115,"2013-09-07","['Animation', 'Science Fiction']",6.6,936,30000000,18010317
11013,Secretary,107,"2002-09-20","['Comedy', 'Drama', 'Romance']",6.8,1363,4000000,9304609
565028,Candyman,91,"2021-08-25","['Horror', 'Mystery', 'Thriller']",6.1,1307,25000000,77411570
193756,Lone Survivor,121,"2013-12-24","['War', 'Action', 'Drama', 'History']",7.4,3824,40000000,149295601
36648,Blade: Trinity,123,"2004-12-08","['Action', 'Horror', 'Fantasy']",5.9,3489,65000000,128905366
834,Underworld: Evolution,106,"2006-01-12","['Fantasy', 'Action', 'Thriller']",6.6,3633,50000000,111476513
146,"Crouching Tiger, Hidden Dragon",120,"2000-07-06","['Adventure', 'Drama', 'Action', 'Romance']",7.4,2832,17000000,213525736
4982,American Gangster,157,"2007-11-02","['Drama', 'Crime']",7.6,4816,100000000,266465037
18892,Jawbreaker,87,"1999-01-30","['Comedy', 'Crime']",6.3,466,3000000,3076820
699,For Your Eyes Only,128,"1981-06-24","['Adventure', 'Action', 'Thriller']",6.5,1607,28000000,187412802
13788,The Unborn,87,"2009-01-09","['Horror', 'Thriller', 'Mystery']",5.2,1252,16000000,76514050
816,Austin Powers: International Man of Mystery,94,"1997-05-02","['Science Fiction', 'Comedy', 'Crime']",6.5,3003,16500000,67711748
323272,War Room,120,"2015-08-28","['Drama', 'Romance']",7.8,417,3000000,67790117
82700,After Earth,100,"2013-05-30","['Science Fiction', 'Action', 'Adventure']",5.2,6099,130000000,243843127
592508,Sooryavanshi,145,"2021-11-05","['Action', 'Crime', 'Thriller']",5.8,137,13000000,37700000
59429,Paranormal Activity: Tokyo Night,91,"2010-11-20","['Horror', 'Thriller']",6.0,383,1350000,4160000
46529,I Am Number Four,109,"2011-02-18","['Action', 'Thriller', 'Science Fiction', 'Adventure']",6.2,4284,50000000,149878437
710,GoldenEye,130,"1995-11-16","['Adventure', 'Action', 'Thriller']",6.9,3447,58000000,352194034
597890,Voyagers,108,"2021-04-08","['Science Fiction', 'Thriller']",6.0,682,20000000,4298184
458723,Us,116,"2019-03-14","['Horror', 'Thriller', 'Mystery']",7.0,6615,20000000,256067149
380,Rain Man,134,"1988-12-11",['Drama'],7.8,5661,25000000,354825435
791177,Bones and All,131,"2022-11-18","['Drama', 'Horror', 'Romance']",7.2,887,18000000,14134907
9793,The Hills Have Eyes 2,89,"2007-03-22","['Horror', 'Thriller']",5.5,1274,15000000,37697773
343795,"90 Minutes in Heaven",121,"2015-09-11",['Drama'],6.1,135,5000000,4842699
500664,Upgrade,100,"2018-05-31","['Action', 'Thriller', 'Science Fiction']",7.5,3799,5000000,16706680
196,Back to the Future Part III,119,"1990-05-25","['Adventure', 'Comedy', 'Science Fiction']",7.5,9456,40000000,244527583
5915,Into the Wild,148,"2007-09-11","['Adventure', 'Drama']",7.8,8871,15000000,56255142
136400,"2 Guns",109,"2013-08-02","['Action', 'Comedy', 'Crime']",6.5,3742,61000000,131940411
72213,Courageous,129,"2011-09-30",['Drama'],7.6,305,1000000,34522221
978,Seven Years in Tibet,136,"1997-09-12","['Adventure', 'Drama', 'History']",7.2,2532,70000000,131457682
9340,The Goonies,114,"1985-06-07","['Adventure', 'Comedy', 'Family']",7.5,5124,19000000,61389680
2082,Halloween,110,"2007-08-31",['Horror'],6.2,2061,15000000,80460948
9480,Daredevil,103,"2003-02-14","['Fantasy', 'Action']",5.2,4607,78000000,179179718
13460,Doomsday,108,"2008-03-14","['Action', 'Thriller', 'Science Fiction']",6.0,1140,30000000,22472631
290764,Tracers,94,"2015-01-15",['Action'],6.0,1012,11000000,593683
114150,Pitch Perfect,112,"2012-09-28","['Comedy', 'Music', 'Romance']",7.3,6107,17000000,115400000
1788,Footloose,107,"1984-02-17","['Drama', 'Romance']",6.7,1784,8200000,80035402
2059,National Treasure,131,"2004-11-19","['Adventure', 'Action', 'Thriller', 'Mystery']",6.6,5714,100000000,347512318
9802,The Rock,137,"1996-06-07","['Action', 'Adventure', 'Thriller']",7.1,4123,75000000,335062621
578701,Those Who Wish Me Dead,100,"2021-05-05","['Thriller', 'Action']",6.7,1347,20000000,23384502
331482,Little Women,135,"2019-12-25","['Drama', 'Romance', 'History']",7.9,5524,40000000,216601214
351819,Fifty Shades of Black,92,"2016-01-28","['Romance', 'Comedy']",4.9,1242,20000000,21164799
61012,Silent Hill: Revelation 3D,94,"2012-10-10","['Thriller', 'Horror', 'Mystery']",5.5,1422,20000000,55362705
43074,Ghostbusters,117,"2016-07-14","['Action', 'Fantasy', 'Comedy']",5.4,5868,144000000,229147509
62213,Dark Shadows,113,"2012-05-09","['Comedy', 'Fantasy']",6.0,6646,150000000,245527149
9348,Species,108,"1995-07-07","['Science Fiction', 'Horror', 'Action']",5.9,1405,35000000,113374103
1592,Primal Fear,129,"1996-03-06","['Crime', 'Drama', 'Mystery', 'Thriller']",7.7,2937,30000000,102616183
8204,The Spiderwick Chronicles,95,"2008-02-14","['Family', 'Adventure', 'Fantasy']",6.6,2364,90000000,164170327
1729,The Forbidden Kingdom,104,"2008-04-18","['Action', 'Adventure', 'Fantasy']",6.6,1502,55000000,127906624
10201,Yes Man,104,"2008-12-09","['Comedy', 'Romance']",6.7,6207,70000000,223241637
77931,The Smurfs 2,105,"2013-07-30","['Fantasy', 'Family', 'Comedy', 'Animation']",5.8,1990,105000000,347434178
109414,This Is the End,107,"2013-06-12","['Action', 'Comedy']",6.2,5815,32000000,126041322
395990,Death Wish,107,"2018-03-02","['Action', 'Crime', 'Drama', 'Thriller']",6.1,2320,30000000,34017028
308266,War Dogs,114,"2016-08-17","['Comedy', 'Crime', 'Drama']",6.9,4380,40000000,86234523
123,The Lord of the Rings,132,"1978-11-15","['Adventure', 'Animation', 'Fantasy']",6.6,730,4000000,30471420
9303,Bound,105,"1996-09-13","['Drama', 'Thriller']",7.2,775,4500000,7011317
16353,Ong Bak 2,98,"2008-12-04","['Adventure', 'Action', 'Thriller']",6.4,561,8500000,8936663
454619,Overboard,112,"2018-04-13","['Romance', 'Comedy']",6.7,1262,12000000,91244913
1948,Crank,88,"2006-08-31","['Action', 'Thriller', 'Crime']",6.6,3294,12000000,42931041
395,AVP: Alien vs. Predator,101,"2004-08-12","['Adventure', 'Science Fiction', 'Action', 'Horror']",5.9,3893,70000000,177427090
7278,Meet the Spartans,84,"2008-01-24",['Comedy'],4.0,1481,30000000,85897593
452773,"Tad, the Lost Explorer, and the Secret of King Midas",85,"2017-03-25","['Animation', 'Adventure', 'Comedy', 'Family']",6.7,354,10778400,34156960
195589,Neighbors,97,"2014-05-08",['Comedy'],6.2,6475,18000000,270665134
8328,Step Up 2: The Streets,98,"2008-02-14","['Music', 'Drama', 'Romance']",6.7,2117,23000000,150816700
37834,Knight and Day,109,"2010-06-15","['Action', 'Comedy']",6.2,4053,117000000,261989769
9714,Home Alone 3,102,"1997-12-12","['Comedy', 'Family']",5.3,2695,32000000,79082515
508,Love Actually,135,"2003-09-07","['Comedy', 'Romance', 'Drama']",7.1,5947,40000000,244931766
10747,The Outlaw Josey Wales,135,"1976-07-14",['Western'],7.5,987,3700000,31800000
11943,Jeremiah Johnson,108,"1972-09-10","['Adventure', 'Western', 'History']",7.3,510,3100000,44700000
385103,Scoob!,93,"2020-07-08","['Animation', 'Comedy', 'Family', 'Mystery']",7.1,1534,90000000,28588425
479455,Men in Black: International,115,"2019-06-12","['Comedy', 'Science Fiction', 'Action']",5.9,4354,110000000,253890701
5548,RoboCop,102,"1987-07-17","['Action', 'Thriller', 'Science Fiction']",7.3,4420,13000000,53424681
3050,Doctor Dolittle,85,"1998-06-26","['Comedy', 'Family', 'Fantasy']",5.7,2773,71000000,294456605
533,Wallace & Gromit: The Curse of the Were-Rabbit,85,"2005-09-04","['Adventure', 'Animation', 'Comedy', 'Family']",7.0,2359,30000000,192610372
9316,Ong Bak: Muay Thai Warrior,105,"2003-01-21","['Action', 'Thriller', 'Crime', 'Adventure']",7.1,1500,1100000,20112926
9833,The Phantom of the Opera,143,"2004-12-08","['Thriller', 'Drama', 'Romance']",7.3,1438,70000000,154648887
94329,The Raid,101,"2012-03-23","['Action', 'Thriller', 'Crime']",7.4,2998,1100000,9148519
5038,Vicky Cristina Barcelona,96,"2008-08-15","['Drama', 'Romance']",6.8,3383,15000000,96408652
249164,If I Stay,106,"2014-08-21",['Drama'],7.4,3976,11000000,78274843
2133,The Perfect Storm,130,"2000-06-29","['Action', 'Adventure', 'Drama', 'Thriller']",6.4,1982,120000000,325756637
37786,Sex and the City 2,146,"2010-05-26","['Comedy', 'Drama', 'Romance']",6.1,1496,100000000,290745055
17979,A Christmas Carol,94,"2009-11-04","['Animation', 'Family', 'Drama', 'Fantasy']",6.9,4099,200000000,325286646
928,Gremlins 2: The New Batch,106,"1990-06-15","['Comedy', 'Horror', 'Fantasy']",6.4,2226,50000000,41482207
2502,The Bourne Supremacy,108,"2004-07-23","['Action', 'Drama', 'Thriller']",7.3,6801,75000000,288500217
10202,Bedtime Stories,99,"2008-12-24","['Fantasy', 'Comedy', 'Family', 'Romance']",6.1,2579,80000000,212874864
41513,The Smurfs,103,"2011-07-29","['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",5.8,3424,110000000,563749323
37136,The Naked Gun: From the Files of Police Squad!,86,"1988-12-02","['Comedy', 'Crime']",7.2,3202,12000000,78756177
11362,The Count of Monte Cristo,131,"2002-01-23","['Adventure', 'Drama', 'History']",7.7,1553,35000000,75395048
